PRO_COM_T,comune,COD_PROV,COD_REG,pop_totale,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female,indice_vecchiaia,indice_dipendenza,pct_giovani,pct_anziani,rapporto_mascolinita
044065,Rotella,44,11,764,52,444,268,391,373,515.4,72.1,6.8,35.1,104.8
044066,San Benedetto del Tronto,44,11,46976,4780,29198,12998,22326,24650,271.9,60.9,10.2,27.7,90.6
044071,Spinetoli,44,11,7159,828,4666,1665,3505,3654,201.1,53.4,11.6,23.3,95.9
044073,Venarotta,44,11,1862,194,1062,606,928,934,312.4,75.3,10.4,32.5,99.4
045001,Aulla,45,9,10915,1232,6778,2905,5344,5571,235.8,61.0,11.3,26.6,95.9
045002,Bagnone,45,9,1686,111,921,654,833,853,589.2,83.1,6.6,38.8,97.7
045003,Carrara,45,9,59723,5676,36757,17290,29100,30623,304.6,62.5,9.5,29.0,95.0
045004,Casola in Lunigiana,45,9,901,62,466,373,438,463,601.6,93.3,6.9,41.4,94.6
045005,Comano,45,9,636,45,355,236,316,320,524.4,79.2,7.1,37.1,98.8
045006,Filattiera,45,9,2147,207,1250,690,1067,1080,333.3,71.8,9.6,32.1,98.8
045007,Fivizzano,45,9,6886,519,3735,2632,3384,3502,507.1,84.4,7.5,38.2,96.6
045008,Fosdinovo,45,9,4580,415,2777,1388,2255,2325,334.5,64.9,9.1,30.3,97.0
045009,Licciana Nardi,45,9,4706,493,2900,1313,2336,2370,266.3,62.3,10.5,27.9,98.6
045010,Massa,45,9,65547,6398,40357,18792,31937,33610,293.7,62.4,9.8,28.7,95.0
045011,Montignoso,45,9,10050,1002,6284,2764,4884,5166,275.8,59.9,10.0,27.5,94.5
045012,Mulazzo,45,9,2269,184,1318,767,1140,1129,416.8,72.2,8.1,33.8,101.0
045013,Podenzana,45,9,2153,213,1380,560,1087,1066,262.9,56.0,9.9,26.0,102.0
045014,Pontremoli,45,9,6867,628,3952,2287,3313,3554,364.2,73.8,9.1,33.3,93.2
045015,Tresana,45,9,1880,187,1078,615,947,933,328.9,74.4,9.9,32.7,101.5
045016,Villafranca in Lunigiana,45,9,4801,486,2940,1375,2483,2318,282.9,63.3,10.1,28.6,107.1
045017,Zeri,45,9,890,47,442,401,445,445,853.2,101.4,5.3,45.1,100.0
046001,Altopascio,46,9,16186,2180,10660,3346,8042,8144,153.5,51.8,13.5,20.7,98.7
046002,Bagni di Lucca,46,9,5476,485,3240,1751,2741,2735,361.0,69.0,8.9,32.0,100.2
046003,Barga,46,9,9293,946,5562,2785,4619,4674,294.4,67.1,10.2,30.0,98.8
046004,Borgo a Mozzano,46,9,6683,659,4086,1938,3297,3386,294.1,63.6,9.9,29.0,97.4
046005,Camaiore,46,9,31763,3066,19893,8804,15373,16390,287.1,59.7,9.7,27.7,93.8
046006,Camporgiano,46,9,1982,149,1170,663,980,1002,445.0,69.4,7.5,33.5,97.8
046007,Capannori,46,9,46739,5431,29223,12085,23252,23487,222.5,59.9,11.6,25.9,99.0
046008,Careggine,46,9,487,36,271,180,251,236,500.0,79.7,7.4,37.0,106.4
046009,Castelnuovo di Garfagnana,46,9,5605,609,3364,1632,2700,2905,268.0,66.6,10.9,29.1,92.9
046010,Castiglione di Garfagnana,46,9,1685,172,1001,512,843,842,297.7,68.3,10.2,30.4,100.1
046011,Coreglia Antelminelli,46,9,5075,483,3235,1357,2549,2526,281.0,56.9,9.5,26.7,100.9
046013,Forte dei Marmi,46,9,6550,539,3724,2287,3009,3541,424.3,75.9,8.2,34.9,85.0
046014,Fosciandora,46,9,553,52,322,179,262,291,344.2,71.7,9.4,32.4,90.0
046015,Gallicano,46,9,3592,367,2219,1006,1827,1765,274.1,61.9,10.2,28.0,103.5
046017,Lucca,46,9,88464,9400,55248,23816,42924,45540,253.4,60.1,10.6,26.9,94.3
046018,Massarosa,46,9,21782,2213,13878,5691,10736,11046,257.2,57.0,10.2,26.1,97.2
046019,Minucciano,46,9,1713,113,928,672,836,877,594.7,84.6,6.6,39.2,95.3
046020,Molazzana,46,9,953,65,575,313,473,480,481.5,65.7,6.8,32.8,98.5
046021,Montecarlo,46,9,4343,481,2711,1151,2109,2234,239.3,60.2,11.1,26.5,94.4
046022,Pescaglia,46,9,3154,257,1909,988,1580,1574,384.4,65.2,8.1,31.3,100.4
046023,Piazza al Serchio,46,9,2031,131,1212,688,977,1054,525.2,67.6,6.5,33.9,92.7
046024,Pietrasanta,46,9,22678,2062,13697,6919,10736,11942,335.5,65.6,9.1,30.5,89.9
046025,Pieve Fosciana,46,9,2184,193,1337,654,1089,1095,338.9,63.4,8.8,29.9,99.5
046026,Porcari,46,9,8908,1138,5715,2055,4402,4506,180.6,55.9,12.8,23.1,97.7
046027,San Romano in Garfagnana,46,9,1295,122,795,378,640,655,309.8,62.9,9.4,29.2,97.7
046028,Seravezza,46,9,12284,1182,7488,3614,5856,6428,305.8,64.0,9.6,29.4,91.1
046030,Stazzema,46,9,2783,227,1730,826,1405,1378,363.9,60.9,8.2,29.7,102.0
046031,Vagli Sotto,46,9,761,48,418,295,412,349,614.6,82.1,6.3,38.8,118.1
046033,Viareggio,46,9,60680,6056,37434,17190,29180,31500,283.9,62.1,10.0,28.3,92.6
046034,Villa Basilica,46,9,1460,164,870,426,733,727,259.8,67.8,11.2,29.2,100.8
046035,Villa Collemandina,46,9,1155,110,674,371,584,571,337.3,71.4,9.5,32.1,102.3
046036,Fabbriche di Vergemoli,46,9,695,49,410,236,357,338,481.6,69.5,7.1,34.0,105.6
046037,Sillano Giuncugnano,46,9,965,63,570,332,466,499,527.0,69.3,6.5,34.4,93.4
047002,Agliana,47,9,17984,2182,11347,4455,8857,9127,204.2,58.5,12.1,24.8,97.0
047003,Buggiano,47,9,8738,894,5523,2321,4245,4493,259.6,58.2,10.2,26.6,94.5
047005,Lamporecchio,47,9,7360,785,4620,1955,3605,3755,249.0,59.3,10.7,26.6,96.0
047006,Larciano,47,9,6341,671,3909,1761,3100,3241,262.4,62.2,10.6,27.8,95.6
047007,Marliana,47,9,3353,310,2066,977,1737,1616,315.2,62.3,9.2,29.1,107.5
047008,Massa e Cozzile,47,9,7752,846,4765,2141,3703,4049,253.1,62.7,10.9,27.6,91.5
047009,Monsummano Terme,47,9,20863,2359,13091,5413,10131,10732,229.5,59.4,11.3,25.9,94.4
047010,Montale,47,9,10463,1110,6333,3020,5146,5317,272.1,65.2,10.6,28.9,96.8
047011,Montecatini-Terme,47,9,21805,2504,13561,5740,10500,11305,229.2,60.8,11.5,26.3,92.9
047012,Pescia,47,9,19213,2112,12025,5076,9359,9854,240.3,59.8,11.0,26.4,95.0
047013,Pieve a Nievole,47,9,9235,921,5887,2427,4497,4738,263.5,56.9,10.0,26.3,94.9
047014,Pistoia,47,9,89094,9442,54412,25240,43088,46006,267.3,63.7,10.6,28.3,93.7
047016,Ponte Buggianese,47,9,8893,1014,5600,2279,4371,4522,224.8,58.8,11.4,25.6,96.7
047017,Quarrata,47,9,27028,3255,17184,6589,13283,13745,202.4,57.3,12.0,24.4,96.6
047018,Sambuca Pistoiese,47,9,1406,124,841,441,744,662,355.6,67.2,8.8,31.4,112.4
047020,Serravalle Pistoiese,47,9,11830,1379,7364,3087,5840,5990,223.9,60.6,11.7,26.1,97.5
047021,Uzzano,47,9,5646,686,3666,1294,2743,2903,188.6,54.0,12.2,22.9,94.5
047022,Chiesina Uzzanese,47,9,4619,561,2955,1103,2284,2335,196.6,56.3,12.1,23.9,97.8
047023,Abetone Cutigliano,47,9,1834,136,1041,657,911,923,483.1,76.2,7.4,35.8,98.7
047024,San Marcello Piteglio,47,9,7410,550,4214,2646,3562,3848,481.1,75.8,7.4,35.7,92.6
048001,Bagno a Ripoli,48,9,24806,2597,14633,7576,11771,13035,291.7,69.5,10.5,30.5,90.3
048002,Barberino di Mugello,48,9,10981,1311,6903,2767,5473,5508,211.1,59.1,11.9,25.2,99.4
048004,Borgo San Lorenzo,48,9,18412,2141,11345,4926,9008,9404,230.1,62.3,11.6,26.8,95.8
048005,Calenzano,48,9,18008,2119,11099,4790,8843,9165,226.1,62.2,11.8,26.6,96.5
048006,Campi Bisenzio,48,9,47435,5861,31144,10430,23602,23833,178.0,52.3,12.4,22.0,99.0
048008,Capraia e Limite,48,9,7804,953,5024,1827,3833,3971,191.7,55.3,12.2,23.4,96.5
048010,Castelfiorentino,48,9,17488,2159,10726,4603,8631,8857,213.2,63.0,12.3,26.3,97.4
048011,Cerreto Guidi,48,9,10659,1138,6842,2679,5184,5475,235.4,55.8,10.7,25.1,94.7
048012,Certaldo,48,9,15731,1651,9813,4267,7824,7907,258.4,60.3,10.5,27.1,99.0
048013,Dicomano,48,9,5610,584,3582,1444,2911,2699,247.3,56.6,10.4,25.7,107.9
048014,Empoli,48,9,49526,5376,32280,11870,24191,25335,220.8,53.4,10.9,24.0,95.5
048015,Fiesole,48,9,13742,1502,8166,4074,6626,7116,271.2,68.3,10.9,29.6,93.1
048017,Firenze,48,9,361625,38811,225777,97037,171535,190090,250.0,60.2,10.7,26.8,90.2
048018,Firenzuola,48,9,4444,426,2615,1403,2253,2191,329.3,69.9,9.6,31.6,102.8
048019,Fucecchio,48,9,22919,2538,14652,5729,11315,11604,225.7,56.4,11.1,25.0,97.5
048020,Gambassi Terme,48,9,4872,527,3067,1278,2381,2491,242.5,58.9,10.8,26.2,95.6
048021,Greve in Chianti,48,9,13365,1422,8248,3695,6620,6745,259.8,62.0,10.6,27.6,98.1
048022,Impruneta,48,9,14186,1494,8475,4217,6832,7354,282.3,67.4,10.5,29.7,92.9
048024,Lastra a Signa,48,9,19880,2270,12687,4923,9883,9997,216.9,56.7,11.4,24.8,98.9
048025,Londa,48,9,1848,172,1174,502,939,909,291.9,57.4,9.3,27.2,103.3
048026,Marradi,48,9,2808,282,1539,987,1423,1385,350.0,82.5,10.0,35.1,102.7
048027,Montaione,48,9,3433,361,2056,1016,1688,1745,281.4,67.0,10.5,29.6,96.7
048028,Montelupo Fiorentino,48,9,14272,1707,9229,3336,6925,7347,195.4,54.6,12.0,23.4,94.3
048030,Montespertoli,48,9,13197,1415,8355,3427,6512,6685,242.2,58.0,10.7,26.0,97.4
048031,Palazzuolo sul Senio,48,9,1095,99,612,384,579,516,387.9,78.9,9.0,35.1,112.2
048032,Pelago,48,9,7966,873,4975,2118,3986,3980,242.6,60.1,11.0,26.6,100.2
048033,Pontassieve,48,9,20122,2235,11926,5961,9933,10189,266.7,68.7,11.1,29.6,97.5
048035,Reggello,48,9,16555,1881,10207,4467,8205,8350,237.5,62.2,11.4,27.0,98.3
048036,Rignano sull'Arno,48,9,8511,942,5307,2262,4238,4273,240.1,60.4,11.1,26.6,99.2
048037,Rufina,48,9,7103,694,4393,2016,3509,3594,290.5,61.7,9.8,28.4,97.6
048038,San Casciano in Val di Pesa,48,9,16288,1711,9731,4846,7845,8443,283.2,67.4,10.5,29.8,92.9
048039,San Godenzo,48,9,1115,87,696,332,591,524,381.6,60.2,7.8,29.8,112.8
048041,Scandicci,48,9,49135,5230,29951,13954,23547,25588,266.8,64.1,10.6,28.4,92.0
048043,Sesto Fiorentino,48,9,49237,5606,30098,13533,23533,25704,241.4,63.6,11.4,27.5,91.6
048044,Signa,48,9,18990,2305,12428,4257,9345,9645,184.7,52.8,12.1,22.4,96.9
048046,Vaglia,48,9,5371,556,3321,1494,2692,2679,268.7,61.7,10.4,27.8,100.5
048049,Vicchio,48,9,8164,848,5169,2147,4150,4014,253.2,57.9,10.4,26.3,103.4
048050,Vinci,48,9,14574,1483,9223,3868,7180,7394,260.8,58.0,10.2,26.5,97.1
048052,Figline e Incisa Valdarno,48,9,23291,2554,14377,6360,11399,11892,249.0,62.0,11.0,27.3,95.9
048053,Scarperia e San Piero,48,9,11943,1317,7493,3133,5921,6022,237.9,59.4,11.0,26.2,98.3
048054,Barberino Tavarnelle,48,9,11983,1302,7397,3284,5985,5998,252.2,62.0,10.9,27.4,99.8
049001,Bibbona,49,9,3172,361,1923,888,1613,1559,246.0,65.0,11.4,28.0,103.5
049002,Campiglia Marittima,49,9,12235,1125,7392,3718,5914,6321,330.5,65.5,9.2,30.4,93.6
049003,Campo nell'Elba,49,9,4629,439,2933,1257,2326,2303,286.3,57.8,9.5,27.2,101.0
049004,Capoliveri,49,9,3970,419,2507,1044,1974,1996,249.2,58.4,10.6,26.3,98.9
049005,Capraia Isola,49,9,347,19,211,117,186,161,615.8,64.5,5.5,33.7,115.5
049006,Castagneto Carducci,49,9,8639,924,5279,2436,4274,4365,263.6,63.6,10.7,28.2,97.9
049007,Cecina,49,9,28022,2944,17156,7922,13434,14588,269.1,63.3,10.5,28.3,92.1
049008,Collesalvetti,49,9,16390,1840,10254,4296,8034,8356,233.5,59.8,11.2,26.2,96.1
049009,Livorno,49,9,152451,16084,93523,42844,73718,78733,266.4,63.0,10.6,28.1,93.6
049010,Marciana,49,9,2049,170,1217,662,998,1051,389.4,68.4,8.3,32.3,95.0
049011,Marciana Marina,49,9,1852,143,1124,585,913,939,409.1,64.8,7.7,31.6,97.2
049012,Piombino,49,9,32374,2922,19402,10050,15922,16452,343.9,66.9,9.0,31.0,96.8
049013,Porto Azzurro,49,9,3687,368,2454,865,1906,1781,235.1,50.2,10.0,23.5,107.0
049014,Portoferraio,49,9,11748,1258,7323,3167,5744,6004,251.7,60.4,10.7,27.0,95.7
049017,Rosignano Marittimo,49,9,30103,2806,18221,9076,14631,15472,323.4,65.2,9.3,30.1,94.6
049018,San Vincenzo,49,9,6342,590,3651,2101,2997,3345,356.1,73.7,9.3,33.1,89.6
049019,Sassetta,49,9,554,66,356,132,278,276,200.0,55.6,11.9,23.8,100.7
049020,Suvereto,49,9,2902,280,1719,903,1436,1466,322.5,68.8,9.6,31.1,98.0
049021,Rio,49,9,3427,268,2065,1094,1743,1684,408.2,66.0,7.8,31.9,103.5
050001,Bientina,50,9,8681,1177,5574,1930,4207,4474,164.0,55.7,13.6,22.2,94.0
050002,Buti,50,9,5532,576,3415,1541,2725,2807,267.5,62.0,10.4,27.9,97.1
050003,Calci,50,9,6263,705,3802,1756,3036,3227,249.1,64.7,11.3,28.0,94.1
050004,Calcinaia,50,9,12824,1652,8312,2860,6283,6541,173.1,54.3,12.9,22.3,96.1
050005,Capannoli,50,9,6339,778,3956,1605,3110,3229,206.3,60.2,12.3,25.3,96.3
050006,Casale Marittimo,50,9,1047,101,618,328,531,516,324.8,69.4,9.6,31.3,102.9
050008,Cascina,50,9,44816,5337,28209,11270,21794,23022,211.2,58.9,11.9,25.1,94.7
050009,Castelfranco di Sotto,50,9,13752,1693,8789,3270,6946,6806,193.1,56.5,12.3,23.8,102.1
050010,Castellina Marittima,50,9,1948,195,1216,537,980,968,275.4,60.2,10.0,27.6,101.2
050011,Castelnuovo di Val di Cecina,50,9,2055,241,1133,681,1024,1031,282.6,81.4,11.7,33.1,99.3
050012,Chianni,50,9,1276,106,738,432,646,630,407.5,72.9,8.3,33.9,102.5
050014,Fauglia,50,9,3655,392,2272,991,1812,1843,252.8,60.9,10.7,27.1,98.3
050015,Guardistallo,50,9,1201,105,718,378,582,619,360.0,67.3,8.7,31.5,94.0
050016,Lajatico,50,9,1252,109,718,425,625,627,389.9,74.4,8.7,33.9,99.7
050019,Montecatini Val di Cecina,50,9,1689,175,978,536,833,856,306.3,72.7,10.4,31.7,97.3
050020,Montescudaio,50,9,2192,257,1383,552,1097,1095,214.8,58.5,11.7,25.2,100.2
050021,Monteverdi Marittimo,50,9,769,81,468,220,373,396,271.6,64.3,10.5,28.6,94.2
050022,Montopoli in Val d'Arno,50,9,11261,1425,7150,2686,5578,5683,188.5,57.5,12.7,23.9,98.2
050023,Orciano Pisano,50,9,635,65,381,189,295,340,290.8,66.7,10.2,29.8,86.8
050024,Palaia,50,9,4562,503,2841,1218,2172,2390,242.1,60.6,11.0,26.7,90.9
050025,Peccioli,50,9,4635,481,2829,1325,2253,2382,275.5,63.8,10.4,28.6,94.6
050026,Pisa,50,9,90146,9285,57222,23639,43991,46155,254.6,57.5,10.3,26.2,95.3
050027,Pomarance,50,9,5254,535,2889,1830,2578,2676,342.1,81.9,10.2,34.8,96.3
050028,Ponsacco,50,9,15693,1966,10087,3640,7711,7982,185.1,55.6,12.5,23.2,96.6
050029,Pontedera,50,9,30028,3778,18822,7428,14933,15095,196.6,59.5,12.6,24.7,98.9
050030,Riparbella,50,9,1692,184,1113,395,880,812,214.7,52.0,10.9,23.3,108.4
050031,San Giuliano Terme,50,9,30867,3157,19177,8533,15161,15706,270.3,61.0,10.2,27.6,96.5
050032,San Miniato,50,9,27769,3216,17375,7178,13594,14175,223.2,59.8,11.6,25.8,95.9
050033,Santa Croce sull'Arno,50,9,15114,2216,9625,3273,7692,7422,147.7,57.0,14.7,21.7,103.6
050034,Santa Luce,50,9,1580,131,975,474,777,803,361.8,62.1,8.3,30.0,96.8
050035,Santa Maria a Monte,50,9,13473,1708,8691,3074,6696,6777,180.0,55.0,12.7,22.8,98.8
050036,Terricciola,50,9,4373,476,2757,1140,2150,2223,239.5,58.6,10.9,26.1,96.7
050037,Vecchiano,50,9,11822,1198,7287,3337,5736,6086,278.5,62.2,10.1,28.2,94.2
050038,Vicopisano,50,9,8582,987,5400,2195,4159,4423,222.4,58.9,11.5,25.6,94.0
050039,Volterra,50,9,9362,778,5553,3031,4585,4777,389.6,68.6,8.3,32.4,96.0
050040,Casciana Terme Lari,50,9,12110,1324,7517,3269,5991,6119,246.9,61.1,10.9,27.0,97.9
050041,Crespina Lorenzana,50,9,5339,586,3328,1425,2637,2702,243.2,60.4,11.0,26.7,97.6
051001,Anghiari,51,9,5343,562,3096,1685,2621,2722,299.8,72.6,10.5,31.5,96.3
051002,Arezzo,51,9,96506,10457,60013,26036,47177,49329,249.0,60.8,10.8,27.0,95.6
051003,Badia Tedalda,51,9,941,75,494,372,499,442,496.0,90.5,8.0,39.5,112.9
051004,Bibbiena,51,9,11971,1305,7483,3183,6022,5949,243.9,60.0,10.9,26.6,101.2
051005,Bucine,51,9,9906,1110,6183,2613,4891,5015,235.4,60.2,11.2,26.4,97.5
051006,Capolona,51,9,5203,572,3267,1364,2552,2651,238.5,59.3,11.0,26.2,96.3
051007,Caprese Michelangelo,51,9,1325,131,735,459,653,672,350.4,80.3,9.9,34.6,97.2
051008,Castel Focognano,51,9,2931,267,1796,868,1512,1419,325.1,63.2,9.1,29.6,106.6
051010,Castel San NiccolÃ²,51,9,2493,227,1495,771,1236,1257,339.6,66.8,9.1,30.9,98.3
051011,Castiglion Fibocchi,51,9,2122,231,1320,571,1083,1039,247.2,60.8,10.9,26.9,104.2
051012,Castiglion Fiorentino,51,9,12823,1457,8005,3361,6359,6464,230.7,60.2,11.4,26.2,98.4
051013,Cavriglia,51,9,9504,1050,6167,2287,4735,4769,217.8,54.1,11.0,24.1,99.3
051014,Chitignano,51,9,872,83,503,286,442,430,344.6,73.4,9.5,32.8,102.8
051015,Chiusi della Verna,51,9,1892,188,1111,593,910,982,315.4,70.3,9.9,31.3,92.7
051016,Civitella in Val di Chiana,51,9,8608,928,5394,2286,4283,4325,246.3,59.6,10.8,26.6,99.0
051017,Cortona,51,9,20725,2139,12366,6220,10017,10708,290.8,67.6,10.3,30.0,93.5
051018,Foiano della Chiana,51,9,9026,1087,5728,2211,4455,4571,203.4,57.6,12.0,24.5,97.5
051020,Loro Ciuffenna,51,9,5874,618,3671,1585,2918,2956,256.5,60.0,10.5,27.0,98.7
051021,Lucignano,51,9,3394,374,2031,989,1638,1756,264.4,67.1,11.0,29.1,93.3
051022,Marciano della Chiana,51,9,3517,413,2281,823,1724,1793,199.3,54.2,11.7,23.4,96.2
051023,Montemignaio,51,9,495,36,274,185,263,232,513.9,80.7,7.3,37.4,113.4
051024,Monterchi,51,9,1719,163,1010,546,869,850,335.0,70.2,9.5,31.8,102.2
051025,Monte San Savino,51,9,8588,1004,5367,2217,4222,4366,220.8,60.0,11.7,25.8,96.7
051026,Montevarchi,51,9,24044,2865,15100,6079,11909,12135,212.2,59.2,11.9,25.3,98.1
051027,Ortignano Raggiolo,51,9,834,84,496,254,435,399,302.4,68.1,10.1,30.5,109.0
051030,Pieve Santo Stefano,51,9,2966,296,1739,931,1449,1517,314.5,70.6,10.0,31.4,95.5
051031,Poppi,51,9,5732,586,3532,1614,2922,2810,275.4,62.3,10.2,28.2,104.0
051033,San Giovanni Valdarno,51,9,16564,1765,10233,4566,7934,8630,258.7,61.9,10.7,27.6,91.9
051034,Sansepolcro,51,9,15192,1624,9129,4439,7500,7692,273.3,66.4,10.7,29.2,97.5
051035,Sestino,51,9,1150,112,682,356,596,554,317.9,68.6,9.7,31.0,107.6
051037,Subbiano,51,9,6405,691,4143,1571,3273,3132,227.4,54.6,10.8,24.5,104.5
051038,Talla,51,9,964,76,549,339,505,459,446.1,75.6,7.9,35.2,110.0
051039,Terranuova Bracciolini,51,9,12135,1362,7676,3097,6003,6132,227.4,58.1,11.2,25.5,97.9
051040,Castelfranco PiandiscÃ²,51,9,9808,1151,6242,2415,4801,5007,209.8,57.1,11.7,24.6,95.9
051041,Pratovecchio Stia,51,9,5406,505,3204,1697,2676,2730,336.0,68.7,9.3,31.4,98.0
051042,Laterina Pergine Valdarno,51,9,6291,686,3886,1719,3141,3150,250.6,61.9,10.9,27.3,99.7
052001,Abbadia San Salvatore,52,9,6117,565,3660,1892,3111,3006,334.9,67.1,9.2,30.9,103.5
052002,Asciano,52,9,6782,803,4139,1840,3338,3444,229.1,63.9,11.8,27.1,96.9
052003,Buonconvento,52,9,2936,334,1815,787,1424,1512,235.6,61.8,11.4,26.8,94.2
052004,Casole d'Elsa,52,9,3669,432,2344,893,1827,1842,206.7,56.5,11.8,24.3,99.2
052005,Castellina in Chianti,52,9,2591,291,1622,678,1355,1236,233.0,59.7,11.2,26.2,109.6
052006,Castelnuovo Berardenga,52,9,8764,1006,5570,2188,4295,4469,217.5,57.3,11.5,25.0,96.1
052007,Castiglione d'Orcia,52,9,2046,153,1176,717,1016,1030,468.6,74.0,7.5,35.0,98.6
052008,Cetona,52,9,2441,211,1383,847,1173,1268,401.4,76.5,8.6,34.7,92.5
052009,Chianciano Terme,52,9,7143,630,4495,2018,3673,3470,320.3,58.9,8.8,28.3,105.9
052010,Chiusdino,52,9,1704,229,1001,474,838,866,207.0,70.2,13.4,27.8,96.8
052011,Chiusi,52,9,8052,825,4843,2384,4034,4018,289.0,66.3,10.2,29.6,100.4
052012,Colle di Val d'Elsa,52,9,21665,2656,13750,5259,10575,11090,198.0,57.6,12.3,24.3,95.4
052013,Gaiole in Chianti,52,9,2460,287,1533,640,1260,1200,223.0,60.5,11.7,26.0,105.0
052015,Montepulciano,52,9,13017,1301,7798,3918,6286,6731,301.2,66.9,10.0,30.1,93.4
052016,Monteriggioni,52,9,10063,1234,6466,2363,4962,5101,191.5,55.6,12.3,23.5,97.3
052017,Monteroni d'Arbia,52,9,9019,1262,5635,2122,4431,4588,168.1,60.1,14.0,23.5,96.6
052018,Monticiano,52,9,1636,190,1040,406,880,756,213.7,57.3,11.6,24.8,116.4
052019,Murlo,52,9,2475,291,1621,563,1307,1168,193.5,52.7,11.8,22.7,111.9
052020,Piancastagnaio,52,9,3839,390,2284,1165,1867,1972,298.7,68.1,10.2,30.3,94.7
052021,Pienza,52,9,1900,166,1123,611,903,997,368.1,69.2,8.7,32.2,90.6
052022,Poggibonsi,52,9,28048,3123,17547,7378,13779,14269,236.2,59.8,11.1,26.3,96.6
052023,Radda in Chianti,52,9,1431,144,870,417,698,733,289.6,64.5,10.1,29.1,95.2
052024,Radicofani,52,9,1024,100,587,337,495,529,337.0,74.4,9.8,32.9,93.6
052025,Radicondoli,52,9,969,91,584,294,513,456,323.1,65.9,9.4,30.3,112.5
052026,Rapolano Terme,52,9,5103,598,3105,1400,2494,2609,234.1,64.3,11.7,27.4,95.6
052027,San Casciano dei Bagni,52,9,1417,104,763,550,709,708,528.8,85.7,7.3,38.8,100.1
052028,San Gimignano,52,9,7463,760,4698,2005,3847,3616,263.8,58.9,10.2,26.9,106.4
052030,San Quirico d'Orcia,52,9,2530,284,1554,692,1231,1299,243.7,62.8,11.2,27.4,94.8
052031,Sarteano,52,9,4494,467,2698,1329,2186,2308,284.6,66.6,10.4,29.6,94.7
052032,Siena,52,9,53180,5416,32632,15132,24914,28266,279.4,63.0,10.2,28.5,88.1
052033,Sinalunga,52,9,12093,1432,7338,3323,5923,6170,232.1,64.8,11.8,27.5,96.0
052034,Sovicille,52,9,9844,1170,6175,2499,4771,5073,213.6,59.4,11.9,25.4,94.0
052035,Torrita di Siena,52,9,6942,750,4123,2069,3424,3518,275.9,68.4,10.8,29.8,97.3
052036,Trequanda,52,9,1115,74,662,379,555,560,512.2,68.4,6.6,34.0,99.1
052037,Montalcino,52,9,5530,594,3370,1566,2713,2817,263.6,64.1,10.7,28.3,96.3
053001,Arcidosso,53,9,4341,429,2761,1151,2235,2106,268.3,57.2,9.9,26.5,106.1
053002,Campagnatico,53,9,2345,215,1432,698,1238,1107,324.7,63.8,9.2,29.8,111.8
053003,Capalbio,53,9,3660,315,2195,1150,1764,1896,365.1,66.7,8.6,31.4,93.0
053004,Castel del Piano,53,9,4803,560,2914,1329,2440,2363,237.3,64.8,11.7,27.7,103.3
053005,Castell'Azzara,53,9,1254,92,653,509,609,645,553.3,92.0,7.3,40.6,94.4
053006,Castiglione della Pescaia,53,9,7056,558,4224,2274,3496,3560,407.5,67.0,7.9,32.2,98.2
053007,Cinigiano,53,9,2466,238,1517,711,1331,1135,298.7,62.6,9.7,28.8,117.3
053008,Civitella Paganico,53,9,2953,328,1767,858,1467,1486,261.6,67.1,11.1,29.1,98.7
053009,Follonica,53,9,20000,1800,11688,6512,9415,10585,361.8,71.1,9.0,32.6,88.9
053010,Gavorrano,53,9,8356,836,5140,2380,4173,4183,284.7,62.6,10.0,28.5,99.8
053011,Grosseto,53,9,81275,8614,50698,21963,39345,41930,255.0,60.3,10.6,27.0,93.8
053012,Isola del Giglio,53,9,1279,86,753,440,691,588,511.6,69.9,6.7,34.4,117.5
053013,Magliano in Toscana,53,9,3249,251,1862,1136,1577,1672,452.6,74.5,7.7,35.0,94.3
053014,Manciano,53,9,6850,618,4073,2159,3330,3520,349.4,68.2,9.0,31.5,94.6
053015,Massa Marittima,53,9,8197,845,4767,2585,3974,4223,305.9,72.0,10.3,31.5,94.1
053016,Monte Argentario,53,9,11605,1072,6898,3635,5645,5960,339.1,68.2,9.2,31.3,94.7
053017,Montieri,53,9,1189,143,691,355,605,584,248.3,72.1,12.0,29.9,103.6
053018,Orbetello,53,9,13917,1266,8126,4525,6642,7275,357.4,71.3,9.1,32.5,91.3
053019,Pitigliano,53,9,3515,289,2063,1163,1688,1827,402.4,70.4,8.2,33.1,92.4
053020,Roccalbegna,53,9,909,72,549,288,450,459,400.0,65.6,7.9,31.7,98.0
053021,Roccastrada,53,9,8767,881,5252,2634,4384,4383,299.0,66.9,10.0,30.0,100.0
053022,Santa Fiora,53,9,2504,210,1498,796,1254,1250,379.0,67.2,8.4,31.8,100.3
053023,Scansano,53,9,4360,400,2639,1321,2334,2026,330.3,65.2,9.2,30.3,115.2
053024,Scarlino,53,9,3680,374,2341,965,1857,1823,258.0,57.2,10.2,26.2,101.9
053025,Seggiano,53,9,1054,109,643,302,566,488,277.1,63.9,10.3,28.7,116.0
053026,Sorano,53,9,2983,209,1670,1104,1474,1509,528.2,78.6,7.0,37.0,97.7
053027,Monterotondo Marittimo,53,9,1274,163,765,346,668,606,212.3,66.5,12.8,27.2,110.2
053028,Semproniano,53,9,1022,89,567,366,505,517,411.2,80.2,8.7,35.8,97.7
054001,Assisi,54,10,27400,3036,17005,7359,13254,14146,242.4,61.1,11.1,26.9,93.7
